Proteotoxic Stress Proteins		
This table was generated by retriving a list of heat shock and autophagy proteins found in both the UniProt and ProteinAtlas datasets to ensure high-confidence data		
		
Protein names	Gene Names	Gene Ontology (biological process)
Bax inhibitor 1 (BI-1) (Testis-enhanced gene transcript protein) (Transmembrane BAX inhibitor motif-containing protein 6)	TMBIM6 BI1 TEGT	autophagy [GO:0006914]; cellular response to unfolded protein [GO:0034620]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; negative regulation of apoptotic process [GO:0043066]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of calcium ion transport into cytosol [GO:0010523]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway [GO:1903298]; negative regulation of immunoglobulin production [GO:0002638]; negative regulation of IRE1-mediated unfolded protein response [GO:1903895]; negative regulation of RNA splicing [GO:0033119]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuron intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0036483]; response to L-glutamate [GO:1902065]
Modulator of macroautophagy TMEM150B (Protein DRAM-3) (Transmembrane protein 150B) (Transmembrane protein 224)	TMEM150B TMEM224	autophagy [GO:0006914]
Transmembrane protein 208	TMEM208 HSPC171	autophagy [GO:0006914]; vacuolar protein processing [GO:0006624]
Transmembrane protein 39A	TMEM39A SUSR2	autophagy [GO:0006914]; negative regulation of autophagosome assembly [GO:1902902]; negative regulation of autophagosome maturation [GO:1901097]; positive regulation of viral genome replication [GO:0045070]
Transmembrane protein 41B (Protein stasimon)	TMEM41B KIAA0033	autophagosome assembly [GO:0000045]; host-mediated perturbation of viral RNA genome replication [GO:0044830]; intracellular lipid transport [GO:0032365]; nervous system development [GO:0007399]
Transmembrane protein 59 (Liver membrane-bound protein)	TMEM59 C1orf8 HSPC001 UNQ169/PRO195	autophagy [GO:0006914]; glycoprotein biosynthetic process [GO:0009101]; negative regulation of protein localization to plasma membrane [GO:1903077]; positive regulation of autophagy [GO:0010508]
Transmembrane protein 74	TMEM74	general adaptation syndrome, behavioral process [GO:0051867]; macroautophagy [GO:0016236]
Toll-interacting protein	TOLLIP	autophagy [GO:0006914]; epithelial cell differentiation [GO:0030855]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; interleukin-1-mediated signaling pathway [GO:0070498]; leukocyte activation [GO:0045321]; phosphorylation [GO:0016310]; positive regulation of protein sumoylation [GO:0033235]; protein localization to endosome [GO:0036010]; signal transduction [GO:0007165]; ubiquitin-dependent protein catabolic process [GO:0006511]
Tumor protein p53-inducible nuclear protein 1 (Stress-induced protein) (p53-dependent damage-inducible nuclear protein 1) (p53DINP1)	TP53INP1 P53DINP1 SIP	apoptotic process [GO:0006915]; autophagic cell death [GO:0048102]; autophagosome assembly [GO:0000045]; cellular response to ethanol [GO:0071361]; cellular response to hydroperoxide [GO:0071447]; cellular response to methyl methanesulfonate [GO:0072703]; cellular response to UV [GO:0034644]; negative regulation of cell migration [GO:0030336]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of gene expression [GO:0010629]; negative regulation of myofibroblast differentiation [GO:1904761]; positive regulation of apoptotic process [GO:0043065]; positive regulation of autophagy [GO:0010508]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of gene expression [GO:0010628]; regulation of cell cycle [GO:0051726]; response to heat [GO:0009408]
Tumor protein p53-inducible nuclear protein 2 (Diabetes and obesity-regulated gene) (p53-inducible protein U) (PIG-U)	TP53INP2 C20orf110 DOR PINH	autophagosome assembly [GO:0000045]; intracellular protein localization [GO:0008104]; negative regulation of protein localization [GO:1903828]; osteoblast differentiation [GO:0001649]; positive regulation of DNA-templated transcription [GO:0045893]; tissue homeostasis [GO:0001894]; ubiquitin-dependent protein catabolic process [GO:0006511]
Tripartite motif-containing protein 5 (EC 2.3.2.27) (RING finger protein 88) (RING-type E3 ubiquitin transferase TRIM5)	TRIM5 RNF88	activation of innate immune response [GO:0002218]; autophagy [GO:0006914]; defense response to virus [GO:0051607]; host-mediated suppression of symbiont invasion [GO:0046597]; innate immune response [GO:0045087]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; protein K63-linked ubiquitination [GO:0070534]; regulation of gene expression [GO:0010468]; regulation of lipopolysaccharide-mediated signaling pathway [GO:0031664]; regulation of protein localization [GO:0032880]; regulation of viral entry into host cell [GO:0046596]; suppression of viral release by host [GO:0044790]
Ubiquilin-1 (Protein linking IAP with cytoskeleton 1) (PLIC-1) (hPLIC-1)	UBQLN1 DA41 PLIC1	aggrephagy [GO:0035973]; autophagosome assembly [GO:0000045]; autophagosome maturation [GO:0097352]; cellular response to hypoxia [GO:0071456]; ERAD pathway [GO:0036503]; macroautophagy [GO:0016236]; negative regulation of store-operated calcium channel activity [GO:1901340]; negative regulation of toll-like receptor 3 signaling pathway [GO:0034140]; positive regulation of ERAD pathway [GO:1904294]; positive regulation of protein ubiquitination [GO:0031398]; regulation of macroautophagy [GO:0016241]; regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902175]; regulation of protein ubiquitination [GO:0031396]; response to endoplasmic reticulum stress [GO:0034976]; ubiquitin-dependent protein catabolic process [GO:0006511]
Ubiquilin-2 (Chap1) (DSK2 homolog) (Protein linking IAP with cytoskeleton 2) (PLIC-2) (hPLIC-2) (Ubiquitin-like product Chap1/Dsk2)	UBQLN2 N4BP4 PLIC2 HRIHFB2157	autophagosome assembly [GO:0000045]; ERAD pathway [GO:0036503]; negative regulation of clathrin-dependent endocytosis [GO:1900186]; negative regulation of G protein-coupled receptor internalization [GO:1904021]; positive regulation of ERAD pathway [GO:1904294]; regulation of autophagosome assembly [GO:2000785]; regulation of macroautophagy [GO:0016241]; ubiquitin-dependent protein catabolic process [GO:0006511]
Ubiquilin-4 (Ataxin-1 interacting ubiquitin-like protein) (A1Up) (Ataxin-1 ubiquitin-like-interacting protein A1U) (Connexin43-interacting protein of 75 kDa) (CIP75)	UBQLN4 C1orf6 CIP75 UBIN	autophagy [GO:0006914]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; negative regulation of autophagosome maturation [GO:1901097]; negative regulation of double-strand break repair via homologous recombination [GO:2000042]; regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032434]; ubiquitin-dependent protein catabolic process [GO:0006511]
Serine/threonine-protein kinase ULK1 (EC 2.7.11.1) (Autophagy-related protein 1 homolog) (ATG1) (hATG1) (Unc-51-like kinase 1)	ULK1 KIAA0722	autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; axon extension [GO:0048675]; cellular response to nutrient levels [GO:0031669]; cellular response to stress [GO:0033554]; intracellular protein localization [GO:0008104]; macroautophagy [GO:0016236]; mitophagy [GO:0000423]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of collateral sprouting [GO:0048671]; negative regulation of protein-containing complex assembly [GO:0031333]; neuron projection development [GO:0031175]; neuron projection regeneration [GO:0031102]; peptidyl-serine phosphorylation [GO:0018105]; piecemeal microautophagy of the nucleus [GO:0034727]; positive regulation of autophagosome assembly [GO:2000786]; positive regulation of autophagy [GO:0010508]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of autophagy [GO:0010506]; regulation of macroautophagy [GO:0016241]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]; response to starvation [GO:0042594]; reticulophagy [GO:0061709]; signal transduction [GO:0007165]
Serine/threonine-protein kinase ULK2 (EC 2.7.11.1) (Unc-51-like kinase 2)	ULK2 KIAA0623	autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; axon extension [GO:0048675]; axon guidance [GO:0007411]; collateral sprouting [GO:0048668]; intracellular protein localization [GO:0008104]; mitophagy [GO:0000423]; negative regulation of collateral sprouting [GO:0048671]; piecemeal microautophagy of the nucleus [GO:0034727]; protein autophosphorylation [GO:0046777]; regulation of autophagy [GO:0010506]; response to starvation [GO:0042594]; reticulophagy [GO:0061709]; signal transduction [GO:0007165]; somatic sensory system development [GO:0160038]
Serine/threonine-protein kinase ULK3 (EC 2.7.11.1) (Unc-51-like kinase 3)	ULK3	autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; cellular senescence [GO:0090398]; fibroblast activation [GO:0072537]; mitophagy [GO:0000423]; negative regulation of smoothened signaling pathway [GO:0045879]; piecemeal microautophagy of the nucleus [GO:0034727]; positive regulation of smoothened signaling pathway [GO:0045880]; protein autophosphorylation [GO:0046777]; regulation of autophagy [GO:0010506]; response to starvation [GO:0042594]; reticulophagy [GO:0061709]; smoothened signaling pathway [GO:0007224]
Ubiquitin carboxyl-terminal hydrolase 10 (EC 3.4.19.12) (Deubiquitinating enzyme 10) (Ubiquitin thioesterase 10) (Ubiquitin-specific-processing protease 10)	USP10 KIAA0190	autophagy [GO:0006914]; cellular response to interleukin-1 [GO:0071347]; DNA damage response [GO:0006974]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; DNA repair [GO:0006281]; innate immune response [GO:0045087]; monoubiquitinated protein deubiquitination [GO:0035520]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of stress granule assembly [GO:0062030]; protein deubiquitination [GO:0016579]; proteolysis [GO:0006508]; regulation of autophagy [GO:0010506]; regulation of protein stability [GO:0031647]; rescue of stalled ribosome [GO:0072344]; translesion synthesis [GO:0019985]
Ubiquitin carboxyl-terminal hydrolase 13 (EC 3.4.19.12) (Deubiquitinating enzyme 13) (Isopeptidase T-3) (ISOT-3) (Ubiquitin thioesterase 13) (Ubiquitin-specific-processing protease 13)	USP13 ISOT3	autophagy [GO:0006914]; cell population proliferation [GO:0008283]; maintenance of unfolded protein [GO:0036506]; melanocyte differentiation [GO:0030318]; positive regulation of ERAD pathway [GO:1904294]; protein deubiquitination [GO:0016579]; protein K29-linked deubiquitination [GO:0035523]; protein K6-linked deubiquitination [GO:0044313]; protein K63-linked deubiquitination [GO:0070536]; protein stabilization [GO:0050821]; proteolysis [GO:0006508]; regulation of autophagy [GO:0010506]; regulation of DNA-templated transcription [GO:0006355]; regulation of protein stability [GO:0031647]
Vesicle-associated membrane protein 8 (VAMP-8) (Endobrevin) (EDB)	VAMP8	autophagosome maturation [GO:0097352]; autophagosome membrane docking [GO:0016240]; defense response to virus [GO:0051607]; mucus secretion [GO:0070254]; negative regulation of secretion by cell [GO:1903531]; positive regulation of histamine secretion by mast cell [GO:1903595]; protein transport [GO:0015031]; regulation of protein localization to plasma membrane [GO:1903076]; SNARE complex assembly [GO:0035493]; symbiont entry into host cell [GO:0046718]; vesicle fusion [GO:0006906]
Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein) (VCP)	VCP HEL-220 HEL-S-70	aggresome assembly [GO:0070842]; ATP metabolic process [GO:0046034]; autophagosome maturation [GO:0097352]; autophagy [GO:0006914]; cellular response to arsenite ion [GO:1903843]; cellular response to heat [GO:0034605]; cellular response to misfolded protein [GO:0071218]; cytoplasm protein quality control [GO:0140455]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; double-strand break repair [GO:0006302]; endoplasmic reticulum stress-induced pre-emptive quality control [GO:0061857]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; endoplasmic reticulum unfolded protein response [GO:0030968]; endosome to lysosome transport via multivesicular body sorting pathway [GO:0032510]; ERAD pathway [GO:0036503]; establishment of protein localization [GO:0045184]; flavin adenine dinucleotide catabolic process [GO:0072389]; interstrand cross-link repair [GO:0036297]; macroautophagy [GO:0016236]; mitotic spindle disassembly [GO:0051228]; NAD+ metabolic process [GO:0019674]; negative regulation of hippo signaling [GO:0035331]; negative regulation of protein localization to chromatin [GO:0120186]; negative regulation of smoothened signaling pathway [GO:0045879]; positive regulation of ATP biosynthetic process [GO:2001171]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of mitochondrial membrane potential [GO:0010918]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; positive regulation of oxidative phosphorylation [GO:1903862]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of protein K63-linked deubiquitination [GO:1903006]; positive regulation of protein-containing complex assembly [GO:0031334]; proteasomal protein catabolic process [GO:0010498]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; protein-DNA covalent cross-linking repair [GO:0106300]; regulation of aerobic respiration [GO:1903715]; regulation of apoptotic process [GO:0042981]; regulation of protein localization to chromatin [GO:1905634]; regulation of synapse organization [GO:0050807]; retrograde protein transport, ER to cytosol [GO:0030970]; stress granule disassembly [GO:0035617]; translesion synthesis [GO:0019985]; ubiquitin-dependent protein catabolic process [GO:0006511]; viral genome replication [GO:0019079]
