Mechanical & Extracellular Stress		
This table was generated by retriving a list of proteins related to Mechanotransduction and Focal Adhesion found in both the UniProt and ProteinAtlas datasets to ensure high-confidence data		
		
Protein names	Gene Names	Gene Ontology (biological process)
Tyrosine-protein kinase Mer (EC 2.7.10.1) (Proto-oncogene c-Mer) (Receptor tyrosine kinase MerTK)	MERTK MER	cell migration [GO:0016477]; cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]; cell surface receptor signaling pathway [GO:0007166]; cell-cell signaling [GO:0007267]; establishment of localization in cell [GO:0051649]; natural killer cell differentiation [GO:0001779]; negative regulation of cytokine production [GO:0001818]; negative regulation of leukocyte apoptotic process [GO:2000107]; negative regulation of lymphocyte activation [GO:0051250]; nervous system development [GO:0007399]; neutrophil clearance [GO:0097350]; phagocytosis [GO:0006909]; platelet activation [GO:0030168]; positive regulation of phagocytosis [GO:0050766]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; protein phosphorylation [GO:0006468]; retina development in camera-type eye [GO:0060041]; secretion by cell [GO:0032940]; spermatogenesis [GO:0007283]; substrate adhesion-dependent cell spreading [GO:0034446]; vagina development [GO:0060068]
Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	branching morphogenesis of an epithelial tube [GO:0048754]; cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]; cell surface receptor signaling pathway [GO:0007166]; endothelial cell morphogenesis [GO:0001886]; excitatory postsynaptic potential [GO:0060079]; hepatocyte growth factor receptor signaling pathway [GO:0048012]; liver development [GO:0001889]; negative regulation of autophagy [GO:0010507]; negative regulation of hydrogen peroxide-mediated programmed cell death [GO:1901299]; neuron differentiation [GO:0030182]; pancreas development [GO:0031016]; positive chemotaxis [GO:0050918]; positive regulation of endothelial cell chemotaxis [GO:2001028]; positive regulation of transcription by RNA polymerase II [GO:0045944]; semaphorin-plexin signaling pathway [GO:0071526]
Lactadherin (Breast epithelial antigen BA46) (HMFG) (MFGM) (Milk fat globule-EGF factor 8) (MFG-E8) (SED1) [Cleaved into: Lactadherin short form; Medin]	MFGE8	angiogenesis [GO:0001525]; apoptotic cell clearance [GO:0043277]; cell adhesion [GO:0007155]; single fertilization [GO:0007338]
Mitotic interactor and substrate of PLK1 (Mitotic spindle positioning protein)	MISP C19orf21	astral microtubule organization [GO:0030953]; cell division [GO:0051301]; cell migration [GO:0016477]; cortical actin cytoskeleton organization [GO:0030866]; establishment of centrosome localization [GO:0051660]; establishment of mitotic spindle orientation [GO:0000132]; mitotic spindle assembly [GO:0090307]; organelle localization [GO:0051640]
Neprilysin (EC 3.4.24.11) (Atriopeptidase) (Common acute lymphocytic leukemia antigen) (CALLA) (Enkephalinase) (Neutral endopeptidase 24.11) (NEP) (Neutral endopeptidase) (Skin fibroblast elastase) (SFE) (CD antigen CD10)	MME EPN	amygdala development [GO:0021764]; amyloid-beta clearance [GO:0097242]; amyloid-beta clearance by cellular catabolic process [GO:0150094]; amyloid-beta metabolic process [GO:0050435]; angiotensin maturation [GO:0002003]; bradykinin catabolic process [GO:0010815]; cellular response to cytokine stimulus [GO:0071345]; cellular response to UV-A [GO:0071492]; cellular response to UV-B [GO:0071493]; creatinine metabolic process [GO:0046449]; hippocampus development [GO:0021766]; hormone catabolic process [GO:0042447]; kidney development [GO:0001822]; learning or memory [GO:0007611]; lung development [GO:0030324]; memory [GO:0007613]; multicellular organism growth [GO:0035264]; neuropeptide processing [GO:0061837]; peptide metabolic process [GO:0006518]; placenta development [GO:0001890]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of neurogenesis [GO:0050769]; protein catabolic process [GO:0030163]; protein processing [GO:0016485]; proteolysis [GO:0006508]; replicative senescence [GO:0090399]; response to estrogen [GO:0043627]; sensory perception of pain [GO:0019233]; substance P catabolic process [GO:0010814]
Matrix metalloproteinase-14 (MMP-14) (EC 3.4.24.80) (MMP-X1) (Membrane-type matrix metalloproteinase 1) (MT-MMP 1) (MTMMP1) (Membrane-type-1 matrix metalloproteinase) (MT1-MMP) (MT1MMP)	MMP14	angiogenesis [GO:0001525]; astrocyte cell migration [GO:0043615]; branching morphogenesis of an epithelial tube [GO:0048754]; cell motility [GO:0048870]; cellular response to genistein [GO:0071412]; chondrocyte proliferation [GO:0035988]; collagen catabolic process [GO:0030574]; craniofacial suture morphogenesis [GO:0097094]; embryonic cranial skeleton morphogenesis [GO:0048701]; endochondral ossification [GO:0001958]; endodermal cell differentiation [GO:0035987]; endothelial cell proliferation [GO:0001935]; extracellular matrix disassembly [GO:0022617]; extracellular matrix organization [GO:0030198]; head development [GO:0060322]; lung development [GO:0030324]; male gonad development [GO:0008584]; negative regulation of focal adhesion assembly [GO:0051895]; negative regulation of GDF15-GFRAL signaling pathway [GO:0160145]; negative regulation of Notch signaling pathway [GO:0045746]; ovarian follicle development [GO:0001541]; positive regulation of B cell differentiation [GO:0045579]; positive regulation of cell growth [GO:0030307]; positive regulation of cell migration [GO:0030335]; positive regulation of macrophage migration [GO:1905523]; positive regulation of myotube differentiation [GO:0010831]; positive regulation of protein processing [GO:0010954]; protein catabolic process [GO:0030163]; protein processing [GO:0016485]; proteolysis [GO:0006508]; regulation of protein localization to plasma membrane [GO:1903076]; response to estrogen [GO:0043627]; response to hypoxia [GO:0001666]; response to mechanical stimulus [GO:0009612]; response to odorant [GO:1990834]; response to oxidative stress [GO:0006979]; skeletal system development [GO:0001501]; tissue remodeling [GO:0048771]; zymogen activation [GO:0031638]
Megakaryocyte and platelet inhibitory receptor G6b (Protein G6b)	MPIG6B C6orf25 G6B G6B-B	blood coagulation [GO:0007596]; erythrocyte differentiation [GO:0030218]; integrin-mediated signaling pathway [GO:0007229]; megakaryocyte development [GO:0035855]; megakaryocyte differentiation [GO:0030219]; negative regulation of signal transduction [GO:0009968]; platelet formation [GO:0030220]
Myosin phosphatase Rho-interacting protein (M-RIP) (Rho-interacting protein 3) (RIP3) (p116Rip)	MPRIP KIAA0864 MRIP RHOIP3	
Myelin protein zero-like protein 1 (Protein zero-related)	MPZL1 PZR UNQ849/PRO1787	cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]; cell-cell signaling [GO:0007267]
Myocardin-related transcription factor A (MRTF-A) (MKL/myocardin-like protein 1) (Megakaryoblastic leukemia 1 protein) (Megakaryocytic acute leukemia protein)	MRTFA KIAA1438 MAL MKL1	actin cytoskeleton organization [GO:0030036]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of transcription by RNA polymerase II [GO:0045944]; smooth muscle cell differentiation [GO:0051145]; wound healing, spreading of cells [GO:0044319]
Macrophage-stimulating protein receptor (MSP receptor) (EC 2.7.10.1) (CDw136) (Protein-tyrosine kinase 8) (p185-Ron) (CD antigen CD136) [Cleaved into: Macrophage-stimulating protein receptor alpha chain; Macrophage-stimulating protein receptor beta chain]	MST1R PTK8 RON	cell migration [GO:0016477]; cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]; defense response [GO:0006952]; innate immune response [GO:0045087]; nervous system development [GO:0007399]; phagocytosis [GO:0006909]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of MAP kinase activity [GO:0043406]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; response to virus [GO:0009615]; signal transduction [GO:0007165]; single fertilization [GO:0007338]
Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)]	MUC1 PUM	DNA damage response, signal transduction by p53 class mediator [GO:0030330]; mitotic G1 DNA damage checkpoint signaling [GO:0031571]; negative regulation of cell adhesion mediated by integrin [GO:0033629]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902166]; negative regulation of transcription by competitive promoter binding [GO:0010944]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)	MYH9	actin cytoskeleton organization [GO:0030036]; actin filament-based movement [GO:0030048]; actomyosin structure organization [GO:0031032]; angiogenesis [GO:0001525]; blood vessel endothelial cell migration [GO:0043534]; cortical granule exocytosis [GO:0060471]; cytokinetic process [GO:0032506]; cytoplasmic actin-based contraction involved in cell motility [GO:0060327]; endodermal cell differentiation [GO:0035987]; establishment of meiotic spindle localization [GO:0051295]; establishment of T cell polarity [GO:0001768]; in utero embryonic development [GO:0001701]; integrin-mediated signaling pathway [GO:0007229]; leukocyte migration [GO:0050900]; lysosome localization [GO:0032418]; meiotic spindle organization [GO:0000212]; membrane protein ectodomain proteolysis [GO:0006509]; monocyte differentiation [GO:0030224]; myoblast fusion [GO:0007520]; negative regulation of actin filament severing [GO:1903919]; phagocytosis, engulfment [GO:0006911]; plasma membrane repair [GO:0001778]; platelet aggregation [GO:0070527]; platelet formation [GO:0030220]; positive regulation of protein processing in phagocytic vesicle [GO:1903923]; protein transport [GO:0015031]; regulated exocytosis [GO:0045055]; regulation of cell shape [GO:0008360]; regulation of plasma membrane repair [GO:1905684]; symbiont entry into host cell [GO:0046718]; uropod organization [GO:0032796]
Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC) (allergen Hom s 2)	NACA HSD48	cardiac ventricle development [GO:0003231]; heart trabecula morphogenesis [GO:0061384]; negative regulation of protein localization to endoplasmic reticulum [GO:1905551]; negative regulation of striated muscle cell apoptotic process [GO:0010664]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cell proliferation involved in heart morphogenesis [GO:2000138]; positive regulation of skeletal muscle tissue growth [GO:0048633]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein transport [GO:0015031]; regulation of skeletal muscle fiber development [GO:0048742]; skeletal muscle tissue regeneration [GO:0043403]; translation [GO:0006412]; wound healing [GO:0042060]
Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1) (CD antigen CD56)	NCAM1 NCAM	cell adhesion [GO:0007155]; commissural neuron axon guidance [GO:0071679]; epithelial to mesenchymal transition [GO:0001837]; regulation of semaphorin-plexin signaling pathway [GO:2001260]
Nck-associated protein 1 (NAP 1) (Membrane-associated protein HEM-2) (p125Nap1)	NCKAP1 HEM2 KIAA0587 NAP1	apical protein localization [GO:0045176]; apoptotic process [GO:0006915]; basal protein localization [GO:0045175]; cell migration [GO:0016477]; cell migration involved in gastrulation [GO:0042074]; cell morphogenesis [GO:0000902]; cell projection assembly [GO:0030031]; central nervous system development [GO:0007417]; cortical actin cytoskeleton organization [GO:0030866]; embryonic body morphogenesis [GO:0010172]; embryonic foregut morphogenesis [GO:0048617]; embryonic heart tube development [GO:0035050]; endoderm development [GO:0007492]; establishment or maintenance of actin cytoskeleton polarity [GO:0030950]; in utero embryonic development [GO:0001701]; lamellipodium assembly [GO:0030032]; mesodermal cell migration [GO:0008078]; neural tube closure [GO:0001843]; neuron projection morphogenesis [GO:0048812]; notochord morphogenesis [GO:0048570]; paraxial mesoderm morphogenesis [GO:0048340]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of Arp2/3 complex-mediated actin nucleation [GO:2000601]; positive regulation of lamellipodium assembly [GO:0010592]; protein stabilization [GO:0050821]; Rac protein signal transduction [GO:0016601]; regulation of protein localization [GO:0032880]; somitogenesis [GO:0001756]; zygotic determination of anterior/posterior axis, embryo [GO:0007354]
Nck-associated protein 1-like (Hematopoietic protein 1) (Membrane-associated protein HEM-1)	NCKAP1L HEM1	actin polymerization-dependent cell motility [GO:0070358]; B cell homeostasis [GO:0001782]; B cell receptor signaling pathway [GO:0050853]; cell migration [GO:0016477]; cell morphogenesis [GO:0000902]; cell projection assembly [GO:0030031]; chemotaxis [GO:0006935]; cortical actin cytoskeleton organization [GO:0030866]; erythrocyte development [GO:0048821]; erythrocyte homeostasis [GO:0034101]; intracellular signal transduction [GO:0035556]; maintenance of cell polarity [GO:0030011]; myeloid cell homeostasis [GO:0002262]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cytotoxic T cell degranulation [GO:0043318]; negative regulation of interleukin-17 production [GO:0032700]; negative regulation of interleukin-6 production [GO:0032715]; neuron projection morphogenesis [GO:0048812]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of B cell differentiation [GO:0045579]; positive regulation of B cell proliferation [GO:0030890]; positive regulation of CD4-positive, alpha-beta T cell differentiation [GO:0043372]; positive regulation of CD8-positive, alpha-beta T cell differentiation [GO:0043378]; positive regulation of cell adhesion mediated by integrin [GO:0033630]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of gamma-delta T cell differentiation [GO:0045588]; positive regulation of leukocyte migration [GO:0002687]; positive regulation of lymphocyte differentiation [GO:0045621]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of neutrophil migration [GO:1902624]; positive regulation of phagocytosis, engulfment [GO:0060100]; positive regulation of T cell proliferation [GO:0042102]; positive regulation of TORC2 signaling [GO:1904515]; protein-containing complex assembly [GO:0065003]; response to xenobiotic stimulus [GO:0009410]; T cell homeostasis [GO:0043029]
