Genetoxic Stress Proteins		
This table was generated by retriving a list of DNA Damage/Repair and Cell Cyle proteins found in both the UniProt and ProteinAtlas datasets to ensure high-confidence data		
		
Protein names	Gene Names	Gene Ontology (biological process)
Secreted frizzled-related protein 2 (FRP-2) (sFRP-2) (Secreted apoptosis-related protein 1) (SARP-1)	SFRP2 FRP2 SARP1 FKSG12 UNQ361/PRO697	BMP signaling pathway [GO:0030509]; branching involved in blood vessel morphogenesis [GO:0001569]; canonical Wnt signaling pathway [GO:0060070]; cardiac left ventricle morphogenesis [GO:0003214]; cardiac muscle cell apoptotic process [GO:0010659]; cell-cell signaling [GO:0007267]; cellular response to X-ray [GO:0071481]; chondrocyte development [GO:0002063]; collagen fibril organization [GO:0030199]; convergent extension involved in axis elongation [GO:0060028]; digestive tract morphogenesis [GO:0048546]; embryonic digit morphogenesis [GO:0042733]; hematopoietic stem cell proliferation [GO:0071425]; male gonad development [GO:0008584]; mesodermal cell fate specification [GO:0007501]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; negative regulation of cell growth [GO:0030308]; negative regulation of cell migration [GO:0030336]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of dermatome development [GO:0061185]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of epithelial to mesenchymal transition [GO:0010719]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; negative regulation of gene expression [GO:0010629]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage [GO:1902230]; negative regulation of mesodermal cell fate specification [GO:0042662]; negative regulation of peptidyl-tyrosine phosphorylation [GO:0050732]; negative regulation of Wnt signaling pathway [GO:0030178]; neural tube closure [GO:0001843]; non-canonical Wnt signaling pathway [GO:0035567]; outflow tract morphogenesis [GO:0003151]; positive regulation of angiogenesis [GO:0045766]; positive regulation of apoptotic process [GO:0043065]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell adhesion mediated by integrin [GO:0033630]; positive regulation of cell growth [GO:0030307]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-anal tail morphogenesis [GO:0036342]; regulation of establishment of planar polarity [GO:0090175]; regulation of midbrain dopaminergic neuron differentiation [GO:1904956]; regulation of neuron projection development [GO:0010975]; regulation of stem cell division [GO:2000035]; response to nutrient [GO:0007584]; response to xenobiotic stimulus [GO:0009410]; sclerotome development [GO:0061056]; stem cell fate specification [GO:0048866]; Wnt signaling pathway involved in somitogenesis [GO:0090244]
SAGA-associated factor 29 (Coiled-coil domain-containing protein 101) (SAGA complex-associated factor 29)	SGF29 CCDC101	DNA repair [GO:0006281]; establishment of protein localization to chromatin [GO:0071169]; negative regulation of DNA repair [GO:0045738]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of cell cycle [GO:0051726]; regulation of cell division [GO:0051302]; regulation of DNA repair [GO:0006282]; regulation of DNA-templated transcription [GO:0006355]; regulation of embryonic development [GO:0045995]; regulation of RNA splicing [GO:0043484]; regulation of transcription by RNA polymerase II [GO:0006357]; response to endoplasmic reticulum stress [GO:0034976]; transcription initiation-coupled chromatin remodeling [GO:0045815]
Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)	SGK1 SGK	apoptotic process [GO:0006915]; cellular response to aldosterone [GO:1904045]; DNA damage response [GO:0006974]; intracellular signal transduction [GO:0035556]; long-term memory [GO:0007616]; neuron projection morphogenesis [GO:0048812]; positive regulation of transporter activity [GO:0032411]; protein phosphorylation [GO:0006468]; regulation of apoptotic process [GO:0042981]; regulation of blood pressure [GO:0008217]; regulation of catalytic activity [GO:0050790]; regulation of cell growth [GO:0001558]; regulation of cell population proliferation [GO:0042127]; regulation of DNA-binding transcription factor activity [GO:0051090]; regulation of gastric acid secretion [GO:0060453]; regulation of signal transduction by p53 class mediator [GO:1901796]; renal sodium ion absorption [GO:0070294]; sodium ion transport [GO:0006814]
Protein shisa-5 (Putative NF-kappa-B-activating protein 120) (Scotin)	SHISA5 SCOTIN PSEC0133	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of endoplasmic reticulum unfolded protein response [GO:1900103]; positive regulation of response to endoplasmic reticulum stress [GO:1905898]; regulation of COPII vesicle uncoating [GO:0090111]; regulation of ER to Golgi vesicle-mediated transport [GO:0060628]
Shieldin complex subunit 1 (RINN1-REV7-interacting novel NHEJ regulator 3) (Shield complex subunit 1)	SHLD1 C20orf196 RINN3	DNA repair [GO:0006281]; negative regulation of double-strand break repair via homologous recombination [GO:2000042]; positive regulation of double-strand break repair via nonhomologous end joining [GO:2001034]; positive regulation of isotype switching [GO:0045830]; somatic diversification of immunoglobulins involved in immune response [GO:0002208]; telomere maintenance in response to DNA damage [GO:0043247]
Shieldin complex subunit 2 (Protein FAM35A) (RINN1-REV7-interacting novel NHEJ regulator 2) (Shield complex subunit 2)	SHLD2 FAM35A RINN2	DNA repair [GO:0006281]; negative regulation of double-strand break repair via homologous recombination [GO:2000042]; positive regulation of double-strand break repair via nonhomologous end joining [GO:2001034]; positive regulation of isotype switching [GO:0045830]; regulation of double-strand break repair via homologous recombination [GO:0010569]; somatic diversification of immunoglobulins involved in immune response [GO:0002208]; telomere maintenance in response to DNA damage [GO:0043247]
Shieldin complex subunit 3 (REV7-interacting novel NHEJ regulator 1) (Shield complex subunit 3)	SHLD3 FLJ26957 RINN1	DNA repair [GO:0006281]; negative regulation of double-strand break repair via homologous recombination [GO:2000042]; positive regulation of double-strand break repair via nonhomologous end joining [GO:2001034]; positive regulation of isotype switching [GO:0045830]; somatic diversification of immunoglobulins involved in immune response [GO:0002208]; telomere maintenance in response to DNA damage [GO:0043247]
E3 ubiquitin-protein ligase SHPRH (EC 2.3.2.27) (EC 3.6.4.-) (RING-type E3 ubiquitin transferase SHPRH) (SNF2, histone-linker, PHD and RING finger domain-containing helicase)	SHPRH KIAA2023	DNA damage response [GO:0006974]; DNA repair [GO:0006281]; nucleosome assembly [GO:0006334]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]
NAD-dependent protein deacetylase sirtuin-1 (hSIRT1) (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 1) (SIR2-like protein 1) (hSIR2) [Cleaved into: SirtT1 75 kDa fragment (75SirT1)]	SIRT1 SIR2L1	angiogenesis [GO:0001525]; behavioral response to starvation [GO:0042595]; cellular response to glucose starvation [GO:0042149]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to hypoxia [GO:0071456]; cellular response to ionizing radiation [GO:0071479]; cellular response to leukemia inhibitory factor [GO:1990830]; cellular response to starvation [GO:0009267]; cellular response to tumor necrosis factor [GO:0071356]; cholesterol homeostasis [GO:0042632]; chromatin organization [GO:0006325]; circadian regulation of gene expression [GO:0032922]; DNA damage response [GO:0006974]; DNA methylation-dependent constitutive heterochromatin formation [GO:0006346]; DNA repair-dependent chromatin remodeling [GO:0140861]; DNA synthesis involved in DNA repair [GO:0000731]; endoplasmic reticulum unfolded protein response [GO:0030968]; energy homeostasis [GO:0097009]; fatty acid homeostasis [GO:0055089]; heterochromatin formation [GO:0031507]; intracellular glucose homeostasis [GO:0001678]; intracellular triglyceride homeostasis [GO:0035356]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; leptin-mediated signaling pathway [GO:0033210]; macrophage differentiation [GO:0030225]; maintenance of nucleus location [GO:0051658]; muscle organ development [GO:0007517]; negative regulation of androgen receptor signaling pathway [GO:0060766]; negative regulation of apoptotic process [GO:0043066]; negative regulation of attachment of mitotic spindle microtubules to kinetochore [GO:1902424]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of cell cycle [GO:0045786]; negative regulation of cellular response to testosterone stimulus [GO:2000655]; negative regulation of cellular senescence [GO:2000773]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of gene expression [GO:0010629]; negative regulation of hippo signaling [GO:0035331]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902166]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of peptidyl-lysine acetylation [GO:2000757]; negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051898]; negative regulation of phosphorylation [GO:0042326]; negative regulation of prostaglandin biosynthetic process [GO:0031393]; negative regulation of protein acetylation [GO:1901984]; negative regulation of signal transduction by p53 class mediator [GO:1901797]; negative regulation of TOR signaling [GO:0032007]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; negative regulation of triglyceride biosynthetic process [GO:0010868]; ovulation from ovarian follicle [GO:0001542]; peptidyl-lysine acetylation [GO:0018394]; positive regulation of adaptive immune response [GO:0002821]; positive regulation of adipose tissue development [GO:1904179]; positive regulation of angiogenesis [GO:0045766]; positive regulation of apoptotic process [GO:0043065]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of cAMP-dependent protein kinase activity [GO:2000481]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cellular senescence [GO:2000774]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of DNA repair [GO:0045739]; positive regulation of double-strand break repair [GO:2000781]; positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902237]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of gluconeogenesis [GO:0045722]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of macroautophagy [GO:0016239]; positive regulation of macrophage apoptotic process [GO:2000111]; positive regulation of macrophage cytokine production [GO:0060907]; positive regulation of MHC class II biosynthetic process [GO:0045348]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of smooth muscle cell differentiation [GO:0051152]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein deacetylation [GO:0006476]; protein depropionylation [GO:0106230]; protein destabilization [GO:0031648]; protein ubiquitination [GO:0016567]; pyrimidine dimer repair by nucleotide-excision repair [GO:0000720]; rDNA heterochromatin formation [GO:0000183]; regulation of apoptotic process [GO:0042981]; regulation of bile acid biosynthetic process [GO:0070857]; regulation of brown fat cell differentiation [GO:0090335]; regulation of cell population proliferation [GO:0042127]; regulation of cellular response to heat [GO:1900034]; regulation of centrosome duplication [GO:0010824]; regulation of endodeoxyribonuclease activity [GO:0032071]; regulation of glucose metabolic process [GO:0010906]; regulation of lipid storage [GO:0010883]; regulation of mitotic cell cycle [GO:0007346]; regulation of peroxisome proliferator activated receptor signaling pathway [GO:0035358]; regulation of smooth muscle cell apoptotic process [GO:0034391]; regulation of transcription by glucose [GO:0046015]; response to hydrogen peroxide [GO:0042542]; response to insulin [GO:0032868]; response to leptin [GO:0044321]; response to oxidative stress [GO:0006979]; single strand break repair [GO:0000012]; spermatogenesis [GO:0007283]; stress-induced premature senescence [GO:0090400]; subtelomeric heterochromatin formation [GO:0031509]; transforming growth factor beta receptor signaling pathway [GO:0007179]; triglyceride mobilization [GO:0006642]; UV-damage excision repair [GO:0070914]; white fat cell differentiation [GO:0050872]
NAD-dependent protein lipoamidase sirtuin-4, mitochondrial (EC 2.3.1.-) (NAD-dependent ADP-ribosyltransferase sirtuin-4) (EC 2.4.2.-) (NAD-dependent protein biotinylase sirtuin-4) (EC 2.3.1.-) (NAD-dependent protein deacetylase sirtuin-4) (EC 2.3.1.286) (Regulatory protein SIR2 homolog 4) (SIR2-like protein 4)	SIRT4 SIR2L4	cellular response to hypoxia [GO:0071456]; DNA damage response [GO:0006974]; glutamine metabolic process [GO:0006541]; mitochondrion organization [GO:0007005]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; negative regulation of fatty acid oxidation [GO:0046322]; negative regulation of insulin secretion [GO:0046676]; negative regulation of protein processing involved in protein targeting to mitochondrion [GO:1903217]; negative regulation of pyruvate decarboxylation to acetyl-CoA [GO:0160218]; peptidyl-lysine deacetylation [GO:0034983]; positive regulation of lipid biosynthetic process [GO:0046889]; regulation of glutamine family amino acid metabolic process [GO:0000820]; tricarboxylic acid metabolic process [GO:0072350]
