Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
F-box and leucine-rich protein 22	FBXL22	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]	22972877	2
F-box/LRR-repeat protein 20 (F-box and leucine-rich repeat protein 20) (F-box/LRR-repeat protein 2-like)	FBXL20 FBL2	behavioral fear response [GO:0001662]; regulation of protein catabolic process at presynapse, modulating synaptic transmission [GO:0099575]; regulation of synaptic vesicle exocytosis [GO:2000300]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]	27502938	6
F-box/LRR-repeat protein 2 (F-box and leucine-rich repeat protein 2) (F-box protein FBL2/FBL3)	FBXL2 FBL2 FBL3	host-mediated perturbation of viral RNA genome replication [GO:0044830]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; protein modification process [GO:0036211]; protein monoubiquitination [GO:0006513]; protein ubiquitination [GO:0016567]; proteolysis [GO:0006508]; regulation of autophagy [GO:0010506]; regulation of inflammatory response [GO:0050727]; regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051896]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]	37004285	24
Fanconi anemia core complex-associated protein 100 (Fanconi anemia-associated protein of 100 kDa)	FAAP100 C17orf70	interstrand cross-link repair [GO:0036297]	40244696	11
F-box/LRR-repeat protein 19 (F-box and leucine-rich repeat protein 19)	FBXL19 FBL19	chromatin remodeling [GO:0006338]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; regulation of transcription by RNA polymerase II [GO:0006357]	38702967	9
Fanconi anemia core complex-associated protein 20 (FANCA-associated protein of 20 kDa) (Fanconi anemia-associated protein of 20 kDa)	FAAP20 C1orf86 FP7162	DNA damage response [GO:0006974]; interstrand cross-link repair [GO:0036297]; translesion synthesis [GO:0019985]	30789902	11
F-box/LRR-repeat protein 18 (F-box and leucine-rich repeat protein 18)	FBXL18 FBL18	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]	38883375	5
Fanconi anemia group D2 protein (Protein FACD2)	FANCD2 FACD	brain morphogenesis [GO:0048854]; cellular response to oxidative stress [GO:0034599]; double-strand break repair involved in meiotic recombination [GO:1990918]; gamete generation [GO:0007276]; homologous chromosome pairing at meiosis [GO:0007129]; interstrand cross-link repair [GO:0036297]; mitotic intra-S DNA damage checkpoint signaling [GO:0031573]; neuronal stem cell population maintenance [GO:0097150]; regulation of CD40 signaling pathway [GO:2000348]; regulation of inflammatory response [GO:0050727]; regulation of regulatory T cell differentiation [GO:0045589]; response to gamma radiation [GO:0010332]	41259745	169
Ephrin type-B receptor 2 (EC 2.7.10.1) (Developmentally-regulated Eph-related tyrosine kinase) (ELK-related tyrosine kinase) (EPH tyrosine kinase 3) (EPH-like kinase 5) (EK5) (hEK5) (Renal carcinoma antigen NY-REN-47) (Tyrosine-protein kinase TYRO5) (Tyrosine-protein kinase receptor EPH-3) [Cleaved into: EphB2/CTF1; EphB2/CTF2]	EPHB2 DRT EPHT3 EPTH3 ERK HEK5 TYRO5	angiogenesis [GO:0001525]; axon guidance [GO:0007411]; axonal fasciculation [GO:0007413]; B cell activation [GO:0042113]; camera-type eye morphogenesis [GO:0048593]; cellular response to amyloid-beta [GO:1904646]; cellular response to lipopolysaccharide [GO:0071222]; central nervous system projection neuron axonogenesis [GO:0021952]; commissural neuron axon guidance [GO:0071679]; corpus callosum development [GO:0022038]; dendritic spine development [GO:0060996]; dendritic spine morphogenesis [GO:0060997]; ephrin receptor signaling pathway [GO:0048013]; hindbrain tangential cell migration [GO:0021934]; inner ear morphogenesis [GO:0042472]; learning [GO:0007612]; learning or memory [GO:0007611]; negative regulation of axonogenesis [GO:0050771]; negative regulation of cell adhesion [GO:0007162]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of glutamate receptor signaling pathway [GO:1900450]; negative regulation of Ras protein signal transduction [GO:0046580]; nervous system development [GO:0007399]; neuron projection maintenance [GO:1990535]; neuron projection retraction [GO:0106028]; optic nerve morphogenesis [GO:0021631]; peptidyl-tyrosine phosphorylation [GO:0018108]; phosphorylation [GO:0016310]; positive regulation of B cell proliferation [GO:0030890]; positive regulation of cell migration [GO:0030335]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of gene expression [GO:0010628]; positive regulation of glutamate receptor signaling pathway [GO:1900451]; positive regulation of immunoglobulin production [GO:0002639]; positive regulation of long-term neuronal synaptic plasticity [GO:0048170]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of protein localization to cell surface [GO:2000010]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of synapse assembly [GO:0051965]; positive regulation of synaptic plasticity [GO:0031915]; positive regulation of tumor necrosis factor production [GO:0032760]; postsynaptic membrane assembly [GO:0097104]; regulation of behavioral fear response [GO:2000822]; regulation of blood coagulation [GO:0030193]; regulation of body fluid levels [GO:0050878]; regulation of filopodium assembly [GO:0051489]; regulation of neuronal synaptic plasticity [GO:0048168]; regulation of receptor signaling pathway via JAK-STAT [GO:0046425]; regulation of T-helper 17 type immune response [GO:2000316]; retinal ganglion cell axon guidance [GO:0031290]; roof of mouth development [GO:0060021]; tight junction assembly [GO:0120192]; urogenital system development [GO:0001655]; vesicle-mediated intercellular transport [GO:0110077]	40824480	14
F-box only protein 44 (F-box protein FBX30) (F-box/G-domain protein 3)	FBXO44 FBG3 FBX30 FBX44 FBX6A FBXO6A	ERAD pathway [GO:0036503]; glycoprotein catabolic process [GO:0006516]; proteasomal protein catabolic process [GO:0010498]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]	40199141	6
F-box/SPRY domain-containing protein 1 (F-box only protein 45) (hFbxo45)	FBXO45 FBX45	anterior commissure morphogenesis [GO:0021960]; cerebral cortex radially oriented cell migration [GO:0021799]; cerebral cortex tangential migration [GO:0021800]; corticospinal tract morphogenesis [GO:0021957]; DNA damage response [GO:0006974]; neuron migration [GO:0001764]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein K48-linked ubiquitination [GO:0070936]; protein ubiquitination [GO:0016567]; regulation of synaptic vesicle exocytosis [GO:2000300]; synapse assembly involved in innervation [GO:0060386]; ubiquitin-dependent protein catabolic process [GO:0006511]	40752540	35
F-box only protein 46 (F-box only protein 34-like)	FBXO46 FBX46 FBXO34L	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]	39548735	3
Diablo IAP-binding mitochondrial protein (Diablo homolog, mitochondrial) (Direct IAP-binding protein with low pI) (Second mitochondria-derived activator of caspases) (SMAC) [Cleaved into: Diablo IAP-binding mitochondrial protein, cleaved form]	DIABLO SMAC	apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; intrinsic apoptotic signaling pathway [GO:0097193]; intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; neuron apoptotic process [GO:0051402]; positive regulation of apoptotic process [GO:0043065]	31108422	51
Glucose-induced degradation protein 4 homolog (Vacuolar import and degradation protein 24 homolog)	GID4 C17orf39 VID24	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	41932680	12
Type II iodothyronine deiodinase (EC 1.21.99.4) (5DII) (DIOII) (Type 2 DI) (Type-II 5'-deiodinase)	DIO2 ITDI2 TXDI2	hormone biosynthetic process [GO:0042446]; positive regulation of cold-induced thermogenesis [GO:0120162]; response to lipopolysaccharide [GO:0032496]; selenocysteine incorporation [GO:0001514]; thyroid hormone catabolic process [GO:0042404]; thyroid hormone generation [GO:0006590]; thyroid hormone metabolic process [GO:0042403]	41110484	10
Growth hormone receptor (GH receptor) (Somatotropin receptor) [Cleaved into: Growth hormone-binding protein (GH-binding protein) (GHBP) (Serum-binding protein)]	GHR	cartilage development involved in endochondral bone morphogenesis [GO:0060351]; cell surface receptor signaling pathway via JAK-STAT [GO:0007259]; cellular response to hormone stimulus [GO:0032870]; cellular response to insulin stimulus [GO:0032869]; cytokine-mediated signaling pathway [GO:0019221]; endocytosis [GO:0006897]; growth hormone receptor signaling pathway [GO:0060396]; hormone metabolic process [GO:0042445]; hormone-mediated signaling pathway [GO:0009755]; insulin-like growth factor receptor signaling pathway [GO:0048009]; positive regulation of cell differentiation [GO:0045597]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of multicellular organism growth [GO:0040018]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; receptor internalization [GO:0031623]; regulation of multicellular organism growth [GO:0040014]; regulation of response to nutrient levels [GO:0032107]; response to cycloheximide [GO:0046898]; response to estradiol [GO:0032355]; response to food [GO:0032094]; response to glucocorticoid [GO:0051384]; response to gravity [GO:0009629]; response to interleukin-1 [GO:0070555]; taurine metabolic process [GO:0019530]	32114520	15
Golgi to ER traffic protein 4 homolog (Conserved edge-expressed protein) (Transmembrane domain recognition complex 35 kDa subunit) (TRC35)	GET4 C7orf20 CEE TRC35 CGI-20	ERAD pathway [GO:0036503]; maintenance of unfolded protein [GO:0036506]; post-translational protein targeting to endoplasmic reticulum membrane [GO:0006620]; protein insertion into ER membrane [GO:0045048]; regulation of protein stability [GO:0031647]; tail-anchored membrane protein insertion into ER membrane [GO:0071816]; ubiquitin-dependent protein catabolic process [GO:0006511]	34060591	4
Gamma-aminobutyric acid receptor-associated protein-like 1 (Early estrogen-regulated protein) (GABA(A) receptor-associated protein-like 1) (Glandular epithelial cell protein 1) (GEC-1)	GABARAPL1 GEC1	autophagosome assembly [GO:0000045]; autophagosome maturation [GO:0097352]; cellular response to nitrogen starvation [GO:0006995]; glycophagy [GO:0061723]; mitophagy [GO:0000423]	38665119	16
Fizzy-related protein homolog (Fzr) (CDC20-like protein 1) (Cdh1/Hct1 homolog) (hCDH1)	FZR1 CDH1 FYR FZR KIAA1242	anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; DNA repair [GO:0006281]; lens fiber cell differentiation [GO:0070306]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; negative regulation of cellular senescence [GO:2000773]; positive regulation of anaphase-promoting complex-dependent catabolic process [GO:1905786]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of ubiquitin protein ligase activity [GO:1904668]; protein K11-linked ubiquitination [GO:0070979]; regulation of meiotic cell cycle [GO:0051445]; regulation of meiotic nuclear division [GO:0040020]; regulation of mitotic cell cycle [GO:0007346]	41713835	30
Tyrosine-protein kinase Fyn (EC 2.7.10.2) (Proto-oncogene Syn) (Proto-oncogene c-Fyn) (Src-like kinase) (SLK) (p59-Fyn)	FYN	activated T cell proliferation [GO:0050798]; adaptive immune response [GO:0002250]; axon guidance [GO:0007411]; calcium ion transport [GO:0006816]; cell differentiation [GO:0030154]; cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]; cellular response to amyloid-beta [GO:1904646]; cellular response to glycine [GO:1905430]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to L-glutamate [GO:1905232]; cellular response to peptide hormone stimulus [GO:0071375]; cellular response to platelet-derived growth factor stimulus [GO:0036120]; cellular response to transforming growth factor beta stimulus [GO:0071560]; dendrite morphogenesis [GO:0048813]; dendritic spine maintenance [GO:0097062]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; ephrin receptor signaling pathway [GO:0048013]; Fc-gamma receptor signaling pathway involved in phagocytosis [GO:0038096]; feeding behavior [GO:0007631]; forebrain development [GO:0030900]; G protein-coupled glutamate receptor signaling pathway [GO:0007216]; gene expression [GO:0010467]; heart process [GO:0003015]; intracellular signal transduction [GO:0035556]; learning [GO:0007612]; leukocyte migration [GO:0050900]; modulation of chemical synaptic transmission [GO:0050804]; natural killer cell activation [GO:0030101]; negative regulation of angiogenesis [GO:0016525]; negative regulation of dendritic spine maintenance [GO:1902951]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of gene expression [GO:0010629]; negative regulation of hydrogen peroxide biosynthetic process [GO:0010730]; negative regulation of inflammatory response to antigenic stimulus [GO:0002862]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of T cell activation [GO:0050868]; negative regulation of T cell receptor signaling pathway [GO:0050860]; neuron migration [GO:0001764]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of neuron projection development [GO:0010976]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of protein localization to membrane [GO:1905477]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of protein targeting to membrane [GO:0090314]; protein catabolic process [GO:0030163]; protein ubiquitination [GO:0016567]; reelin-mediated signaling pathway [GO:0038026]; regulation of calcium ion import across plasma membrane [GO:1905664]; regulation of cell shape [GO:0008360]; regulation of glutamate receptor signaling pathway [GO:1900449]; response to amyloid-beta [GO:1904645]; response to cocaine [GO:0042220]; response to ethanol [GO:0045471]; response to singlet oxygen [GO:0000304]; response to xenobiotic stimulus [GO:0009410]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]; T cell costimulation [GO:0031295]; T cell receptor signaling pathway [GO:0050852]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]	39702934	51
