Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
Caspase-4 (CASP-4) (EC 3.4.22.57) (ICE and Ced-3 homolog 2) (ICH-2) (ICE(rel)-II) (Mih1) (Protease TX) [Cleaved into: Caspase-4 subunit p10; Caspase-4 subunit p20]	CASP4 ICH2	apoptotic process [GO:0006915]; cellular response to amyloid-beta [GO:1904646]; defense response to bacterium [GO:0042742]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087]; intrinsic apoptotic signaling pathway [GO:0097193]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; non-canonical inflammasome complex assembly [GO:0160075]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-18-mediated signaling pathway [GO:2000494]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of tumor necrosis factor-mediated signaling pathway [GO:1903265]; protein autoprocessing [GO:0016540]; protein maturation [GO:0051604]; proteolysis [GO:0006508]; pyroptotic inflammatory response [GO:0070269]; regulation of inflammatory response [GO:0050727]		0
Caspase-6 (CASP-6) (CSP-6) (EC 3.4.22.59) (Apoptotic protease Mch-2) [Cleaved into: Caspase-6 subunit p18 (Caspase-6 subunit p20); Caspase-6 subunit p11 (Caspase-6 subunit p10)]	CASP6 MCH2	activation of innate immune response [GO:0002218]; apoptotic process [GO:0006915]; cellular response to staurosporine [GO:0072734]; epithelial cell differentiation [GO:0030855]; hepatocyte apoptotic process [GO:0097284]; intrinsic apoptotic signaling pathway by p53 class mediator [GO:0072332]; positive regulation of apoptotic process [GO:0043065]; positive regulation of necroptotic process [GO:0060545]; positive regulation of neuron apoptotic process [GO:0043525]; protein autoprocessing [GO:0016540]; proteolysis [GO:0006508]; pyroptotic inflammatory response [GO:0070269]; regulation of programmed cell death [GO:0043067]		0
Nuclear factor NF-kappa-B p105 subunit (DNA-binding factor KBF1) (EBP-1) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit]	NFKB1	antibacterial innate immune response [GO:0140367]; apoptotic process [GO:0006915]; B cell receptor signaling pathway [GO:0050853]; canonical NF-kappaB signal transduction [GO:0007249]; cellular response to angiotensin [GO:1904385]; cellular response to dsRNA [GO:0071359]; cellular response to interleukin-17 [GO:0097398]; cellular response to interleukin-6 [GO:0071354]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to mechanical stimulus [GO:0071260]; cellular response to nicotine [GO:0071316]; cellular response to virus [GO:0098586]; inflammatory response [GO:0006954]; JNK cascade [GO:0007254]; mammary gland involution [GO:0060056]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of gene expression [GO:0010629]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-12 production [GO:0032695]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of vitamin D biosynthetic process [GO:0010957]; non-canonical NF-kappaB signal transduction [GO:0038061]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of hyaluronan biosynthetic process [GO:1900127]; positive regulation of lipid storage [GO:0010884]; positive regulation of macrophage derived foam cell differentiation [GO:0010744]; positive regulation of miRNA metabolic process [GO:2000630]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; regulation of transcription by RNA polymerase II [GO:0006357]; response to muscle stretch [GO:0035994]; transcription by RNA polymerase II [GO:0006366]; tumor necrosis factor-mediated signaling pathway [GO:0033209]		0
Caspase-8 (CASP-8) (EC 3.4.22.61) (Apoptotic cysteine protease) (Apoptotic protease Mch-5) (CAP4) (FADD-homologous ICE/ced-3-like protease) (FADD-like ICE) (FLICE) (ICE-like apoptotic protease 5) (MORT1-associated ced-3 homolog) (MACH) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10]	CASP8 MCH5	angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; B cell activation [GO:0042113]; cellular response to mechanical stimulus [GO:0071260]; execution phase of apoptosis [GO:0097194]; extrinsic apoptotic signaling pathway [GO:0097191]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; heart development [GO:0007507]; macrophage differentiation [GO:0030225]; natural killer cell activation [GO:0030101]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of necroptotic process [GO:0060546]; positive regulation of apoptotic process [GO:0043065]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cell migration [GO:0030335]; positive regulation of execution phase of apoptosis [GO:1900119]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of macrophage differentiation [GO:0045651]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of proteolysis [GO:0045862]; protein maturation [GO:0051604]; protein processing [GO:0016485]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]; pyroptotic inflammatory response [GO:0070269]; regulation of cytokine production [GO:0001817]; regulation of innate immune response [GO:0045088]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]; response to anesthetic [GO:0072347]; response to cobalt ion [GO:0032025]; response to estradiol [GO:0032355]; response to ethanol [GO:0045471]; response to lipopolysaccharide [GO:0032496]; response to tumor necrosis factor [GO:0034612]; self proteolysis [GO:0097264]; syncytiotrophoblast cell differentiation involved in labyrinthine layer development [GO:0060715]; T cell activation [GO:0042110]; TRAIL-activated apoptotic signaling pathway [GO:0036462]		0
Inhibitor of nuclear factor kappa-B kinase subunit alpha (I-kappa-B kinase alpha) (IKK-A) (IKK-alpha) (IkBKA) (IkappaB kinase) (EC 2.7.11.10) (Conserved helix-loop-helix ubiquitous kinase) (I-kappa-B kinase 1) (IKK-1) (IKK1) (Nuclear factor NF-kappa-B inhibitor kinase alpha) (NFKBIKA) (Transcription factor 16) (TCF-16)	CHUK IKKA TCF16	anatomical structure morphogenesis [GO:0009653]; autophagy [GO:0006914]; canonical NF-kappaB signal transduction [GO:0007249]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to virus [GO:0098586]; immune response [GO:0006955]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; integrin-mediated signaling pathway [GO:0007229]; negative regulation of autophagy [GO:0010507]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; non-canonical NF-kappaB signal transduction [GO:0038061]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to acetate [GO:0010034]; response to amino acid [GO:0043200]; response to cholecystokinin [GO:0061847]; response to hydroperoxide [GO:0033194]; response to toxic substance [GO:0009636]; response to virus [GO:0009615]; response to xenobiotic stimulus [GO:0009410]; skeletal muscle contraction [GO:0003009]; striated muscle cell differentiation [GO:0051146]; toll-like receptor 4 signaling pathway [GO:0034142]; tumor necrosis factor-mediated signaling pathway [GO:0033209]		0
Pyrin domain-containing protein 5 (Pyrin domain-only protein 3)	PYDC5 POP3	cellular response to interferon-beta [GO:0035458]; cellular response to virus [GO:0098586]; inflammatory response [GO:0006954]; negative regulation of AIM2 inflammasome complex assembly [GO:0140972]; negative regulation of protein-containing complex assembly [GO:0031333]		0
Pyrin domain-containing protein 2 (Pyrin-only protein 2) (cellular POP2) (cPOP2)	PYDC2 POP2	inflammatory response [GO:0006954]; innate immune response [GO:0045087]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; negative regulation of tumor necrosis factor-mediated signaling pathway [GO:0010804]		0
Cannabinoid receptor 1 (CB-R) (CB1) (CANN6)	CNR1 CNR	adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; axonal fasciculation [GO:0007413]; cannabinoid signaling pathway [GO:0038171]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; glucose homeostasis [GO:0042593]; regulation of presynaptic cytosolic calcium ion concentration [GO:0099509]; retrograde trans-synaptic signaling by endocannabinoid [GO:0098921]		0
Pyrin domain-containing protein 1 (PAAD-only protein 1) (Pyrin-only protein 1) (cellular POP1) (cPOP1)	PYDC1 ASC2 ASCI POP1 PYC1	innate immune response [GO:0045087]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of interleukin-1-mediated signaling pathway [GO:2000660]; negative regulation of tumor necrosis factor-mediated signaling pathway [GO:0010804]; positive regulation of interleukin-1 beta production [GO:0032731]		0
Casein kinase I isoform alpha (CKI-alpha) (EC 2.7.11.1) (CK1)	CSNK1A1	cell division [GO:0051301]; cell surface receptor signaling pathway [GO:0007166]; cellular response to nutrient [GO:0031670]; Golgi organization [GO:0007030]; intermediate filament cytoskeleton organization [GO:0045104]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of Rho protein signal transduction [GO:0035025]; positive regulation of TORC1 signaling [GO:1904263]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein phosphorylation [GO:0006468]; signal transduction [GO:0007165]; viral protein processing [GO:0019082]; Wnt signaling pathway [GO:0016055]		0
Tyrosine-protein phosphatase non-receptor type 22 (EC 3.1.3.48) (Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP) (Lymphoid phosphatase) (LyP) (PEST-domain phosphatase) (PEP)	PTPN22 PTPN8	autophagy [GO:0006914]; cellular response to muramyl dipeptide [GO:0071225]; lipid metabolic process [GO:0006629]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; negative regulation of autophagy [GO:0010507]; negative regulation of gene expression [GO:0010629]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of interleukin-8 production [GO:0032717]; negative regulation of JUN kinase activity [GO:0043508]; negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070433]; negative regulation of p38MAPK cascade [GO:1903753]; negative regulation of T cell activation [GO:0050868]; negative regulation of T cell receptor signaling pathway [GO:0050860]; negative regulation of tumor necrosis factor production [GO:0032720]; phosphoanandamide dephosphorylation [GO:0035644]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of gene expression [GO:0010628]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; positive regulation of protein K63-linked ubiquitination [GO:1902523]; positive regulation of toll-like receptor 3 signaling pathway [GO:0034141]; positive regulation of toll-like receptor 4 signaling pathway [GO:0034145]; positive regulation of type I interferon production [GO:0032481]; positive regulation of type II interferon production [GO:0032729]; regulation of B cell receptor signaling pathway [GO:0050855]; regulation of innate immune response [GO:0045088]; regulation of natural killer cell proliferation [GO:0032817]; regulation of non-canonical NF-kappaB signal transduction [GO:1901222]; response to lipopolysaccharide [GO:0032496]; T cell differentiation [GO:0030217]; T cell receptor signaling pathway [GO:0050852]		0
DNA damage-inducible transcript 3 protein (DDIT-3) (C/EBP zeta) (C/EBP-homologous protein) (CHOP) (C/EBP-homologous protein 10) (CHOP-10) (CCAAT/enhancer-binding protein homologous protein) (Growth arrest and DNA damage-inducible protein GADD153)	DDIT3 CHOP CHOP10 GADD153	anterior/posterior axis specification [GO:0009948]; artery development [GO:0060840]; ATF6-mediated unfolded protein response [GO:0036500]; blood vessel maturation [GO:0001955]; calcium ion import [GO:0070509]; cell redox homeostasis [GO:0045454]; diaphragm contraction [GO:0002086]; DNA damage response [GO:0006974]; endoplasmic reticulum unfolded protein response [GO:0030968]; ER overload response [GO:0006983]; establishment of protein localization to mitochondrion [GO:0072655]; gene expression [GO:0010467]; HRI-mediated signaling [GO:0140468]; integrated stress response signaling [GO:0140467]; intracellular signal transduction [GO:0035556]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; intrinsic apoptotic signaling pathway in response to nitrosative stress [GO:1990442]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cold-induced thermogenesis [GO:0120163]; negative regulation of determination of dorsal identity [GO:2000016]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of interleukin-17 production [GO:0032700]; negative regulation of interleukin-4 production [GO:0032713]; negative regulation of myoblast differentiation [GO:0045662]; negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051898]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of type II interferon production [GO:0032689]; PERK-mediated unfolded protein response [GO:0036499]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902237]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of intrinsic apoptotic signaling pathway [GO:2001244]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; regulation of autophagy [GO:0010506]; regulation of cell cycle [GO:0051726]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; release of sequestered calcium ion into cytosol [GO:0051209]; response to caloric restriction [GO:0061771]; response to endoplasmic reticulum stress [GO:0034976]; response to platelet-derived growth factor [GO:0036119]; response to starvation [GO:0042594]; response to unfolded protein [GO:0006986]; response to wounding [GO:0009611]; sensory perception of sound [GO:0007605]; vascular associated smooth muscle cell migration [GO:1904738]; vascular associated smooth muscle cell proliferation [GO:1990874]; Wnt signaling pathway [GO:0016055]		0
