Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
Protein S100-A9 (Calgranulin-B) (Calprotectin L1H subunit) (Leukocyte L1 complex heavy chain) (Migration inhibitory factor-related protein 14) (MRP-14) (p14) (S100 calcium-binding protein A9)	S100A9 CAGB CFAG MRP14	antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; apoptotic process [GO:0006915]; astrocyte development [GO:0014002]; autocrine signaling [GO:0035425]; autophagy [GO:0006914]; cell-cell signaling [GO:0007267]; chronic inflammatory response [GO:0002544]; defense response to bacterium [GO:0042742]; defense response to fungus [GO:0050832]; endothelial cell migration [GO:0043542]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; leukocyte migration involved in inflammatory response [GO:0002523]; neutrophil aggregation [GO:0070488]; neutrophil chemotaxis [GO:0030593]; peptidyl-cysteine S-trans-nitrosylation [GO:0035606]; positive regulation of cell growth [GO:0030307]; positive regulation of inflammatory response [GO:0050729]; positive regulation of intrinsic apoptotic signaling pathway [GO:2001244]; positive regulation of neuron projection development [GO:0010976]; regulation of cytoskeleton organization [GO:0051493]; regulation of respiratory burst involved in inflammatory response [GO:0060264]; regulation of toll-like receptor signaling pathway [GO:0034121]		0
Scinderin (Adseverin)	SCIN KIAA1905	actin filament capping [GO:0051693]; actin filament severing [GO:0051014]; actin nucleation [GO:0045010]; actin polymerization or depolymerization [GO:0008154]; barbed-end actin filament capping [GO:0051016]; calcium-ion regulated exocytosis [GO:0017156]; cell projection assembly [GO:0030031]; central nervous system development [GO:0007417]; negative regulation of cell population proliferation [GO:0008285]; positive regulation of actin nucleation [GO:0051127]; positive regulation of apoptotic process [GO:0043065]; positive regulation of megakaryocyte differentiation [GO:0045654]; positive regulation of secretion [GO:0051047]; regulation of chondrocyte differentiation [GO:0032330]		0
Syntenin-1 (Melanoma differentiation-associated protein 9) (MDA-9) (Pro-TGF-alpha cytoplasmic domain-interacting protein 18) (TACIP18) (Scaffold protein Pbp1) (Syndecan-binding protein 1)	SDCBP MDA9 SYCL	actin cytoskeleton organization [GO:0030036]; chemical synaptic transmission [GO:0007268]; intracellular signal transduction [GO:0035556]; negative regulation of receptor internalization [GO:0002091]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cell growth [GO:0030307]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of exosomal secretion [GO:1903543]; positive regulation of extracellular exosome assembly [GO:1903553]; positive regulation of JNK cascade [GO:0046330]; positive regulation of phosphorylation [GO:0042327]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; protein targeting to membrane [GO:0006612]; Ras protein signal transduction [GO:0007265]; regulation of mitotic cell cycle [GO:0007346]; substrate-dependent cell migration, cell extension [GO:0006930]		0
SH2 domain-containing protein 3A (Novel SH2-containing protein 1)	SH2D3A NSP1 UNQ175/PRO201	JNK cascade [GO:0007254]; small GTPase-mediated signal transduction [GO:0007264]		0
SH2 domain-containing protein 3C (Cas/HEF1-associated signal transducer) (Chat-H) (Novel SH2-containing protein 3) (SH2 domain-containing Eph receptor-binding protein 1) (SHEP1)	SH2D3C NSP3 UNQ272/PRO309/PRO34088	JNK cascade [GO:0007254]; small GTPase-mediated signal transduction [GO:0007264]		0
Tumor necrosis factor receptor superfamily member 16 (Gp80-LNGFR) (Low affinity neurotrophin receptor p75NTR) (Low-affinity nerve growth factor receptor) (NGF receptor) (Low-affinity nerve growth factor receptor p75NGFR) (Low-affinity nerve growth factor receptor p75NGR) (p75 ICD) (CD antigen CD271)	NGFR TNFRSF16	axon guidance [GO:0007411]; cellular response to amyloid-beta [GO:1904646]; central nervous system development [GO:0007417]; circadian regulation of gene expression [GO:0032922]; detection of temperature stimulus [GO:0016048]; dorsal aorta development [GO:0035907]; extrinsic apoptotic signaling pathway [GO:0097191]; fibroblast growth factor receptor signaling pathway [GO:0008543]; fibroblast proliferation [GO:0048144]; glucose homeostasis [GO:0042593]; hair follicle morphogenesis [GO:0031069]; intracellular glucose homeostasis [GO:0001678]; intracellular protein transport [GO:0006886]; negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis [GO:1903588]; negative regulation of cell migration [GO:0030336]; negative regulation of fibroblast growth factor receptor signaling pathway [GO:0040037]; negative regulation of hair follicle development [GO:0051799]; nerve development [GO:0021675]; neuron apoptotic process [GO:0051402]; odontogenesis of dentin-containing tooth [GO:0042475]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of endothelial cell apoptotic process [GO:2000353]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of odontogenesis of dentin-containing tooth [GO:0042488]; positive regulation of protein localization to nucleus [GO:1900182]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; Rho protein signal transduction [GO:0007266]		0
SMAD family member 3 (SMAD 3) (hSMAD3) (JV15-2) (Mothers against decapentaplegic homolog 3) (MAD homolog 3) (Mad3) (Mothers against DPP homolog 3) (hMAD-3)	SMAD3 MADH3	activin receptor signaling pathway [GO:0032924]; adrenal gland development [GO:0030325]; anatomical structure morphogenesis [GO:0009653]; apoptotic signaling pathway [GO:0097190]; cell differentiation [GO:0030154]; cell population proliferation [GO:0008283]; cell-cell junction organization [GO:0045216]; cellular response to glucose stimulus [GO:0071333]; cellular response to platelet-derived growth factor stimulus [GO:0036120]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cellular response to virus [GO:0098586]; developmental growth [GO:0048589]; embryonic cranial skeleton morphogenesis [GO:0048701]; embryonic foregut morphogenesis [GO:0048617]; embryonic pattern specification [GO:0009880]; endoderm development [GO:0007492]; extrinsic apoptotic signaling pathway [GO:0097191]; heart looping [GO:0001947]; immune response [GO:0006955]; immune system development [GO:0002520]; in utero embryonic development [GO:0001701]; JNK cascade [GO:0007254]; lens fiber cell differentiation [GO:0070306]; liver development [GO:0001889]; mesoderm formation [GO:0001707]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cardiac muscle hypertrophy in response to stress [GO:1903243]; negative regulation of cell differentiation [GO:0045596]; negative regulation of cell growth [GO:0030308]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cytosolic calcium ion concentration [GO:0051481]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of gene expression [GO:0010629]; negative regulation of inflammatory response [GO:0050728]; negative regulation of lung blood pressure [GO:0061767]; negative regulation of miRNA transcription [GO:1902894]; negative regulation of ossification [GO:0030279]; negative regulation of osteoblast differentiation [GO:0045668]; negative regulation of osteoblast proliferation [GO:0033689]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of wound healing [GO:0061045]; nodal signaling pathway [GO:0038092]; osteoblast development [GO:0002076]; paraxial mesoderm morphogenesis [GO:0048340]; pericardium development [GO:0060039]; positive regulation of bone mineralization [GO:0030501]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell migration [GO:0030335]; positive regulation of chondrocyte differentiation [GO:0032332]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of extracellular matrix assembly [GO:1901203]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of gene expression [GO:0010628]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of positive chemotaxis [GO:0050927]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of SMAD protein signal transduction [GO:0060391]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transforming growth factor beta3 production [GO:0032916]; primary miRNA processing [GO:0031053]; protein stabilization [GO:0050821]; regulation of dendritic spine morphogenesis [GO:0061001]; regulation of DNA-templated transcription [GO:0006355]; regulation of epithelial cell proliferation [GO:0050678]; regulation of immune response [GO:0050776]; regulation of miRNA transcription [GO:1902893]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of striated muscle tissue development [GO:0016202]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of transforming growth factor beta receptor signaling pathway [GO:0017015]; regulation of transforming growth factor beta2 production [GO:0032909]; release of cytochrome c from mitochondria [GO:0001836]; response to alcohol [GO:0097305]; response to angiotensin [GO:1990776]; response to cocaine [GO:0042220]; response to gamma radiation [GO:0010332]; response to hypoxia [GO:0001666]; signal transduction involved in regulation of gene expression [GO:0023019]; SMAD protein signal transduction [GO:0060395]; somitogenesis [GO:0001756]; T cell activation [GO:0042110]; thyroid gland development [GO:0030878]; transdifferentiation [GO:0060290]; transforming growth factor beta receptor signaling pathway [GO:0007179]; trophoblast cell migration [GO:0061450]; ureteric bud development [GO:0001657]; wound healing [GO:0042060]		0
Son of sevenless homolog 1 (SOS-1)	SOS1	axon guidance [GO:0007411]; B cell homeostasis [GO:0001782]; B cell receptor signaling pathway [GO:0050853]; blood vessel morphogenesis [GO:0048514]; cardiac atrium morphogenesis [GO:0003209]; cytokine-mediated signaling pathway [GO:0019221]; epidermal growth factor receptor signaling pathway [GO:0007173]; eyelid development in camera-type eye [GO:0061029]; Fc-epsilon receptor signaling pathway [GO:0038095]; fibroblast growth factor receptor signaling pathway [GO:0008543]; hair follicle development [GO:0001942]; heart trabecula morphogenesis [GO:0061384]; insulin receptor signaling pathway [GO:0008286]; insulin-like growth factor receptor signaling pathway [GO:0048009]; leukocyte migration [GO:0050900]; midbrain morphogenesis [GO:1904693]; multicellular organism growth [GO:0035264]; myelination [GO:0042552]; neurotrophin TRK receptor signaling pathway [GO:0048011]; pericardium morphogenesis [GO:0003344]; positive regulation of epidermal growth factor receptor signaling pathway [GO:0045742]; positive regulation of Rac protein signal transduction [GO:0035022]; Ras protein signal transduction [GO:0007265]; regulation of cell population proliferation [GO:0042127]; regulation of pro-B cell differentiation [GO:2000973]; regulation of T cell differentiation in thymus [GO:0033081]; regulation of T cell proliferation [GO:0042129]; regulation of transcription by RNA polymerase II [GO:0006357]; response to ischemia [GO:0002931]; roof of mouth development [GO:0060021]; Schwann cell development [GO:0014044]; signal transduction [GO:0007165]; T cell activation [GO:0042110]; vitellogenesis [GO:0007296]		0
Spermatogenesis-associated protein 13 (APC-stimulated guanine nucleotide exchange factor 2) (Asef2)	SPATA13	cell migration [GO:0016477]; filopodium assembly [GO:0046847]; lamellipodium assembly [GO:0030032]; regulation of cell migration [GO:0030334]; regulation of small GTPase mediated signal transduction [GO:0051056]		0
Signal transducer and activator of transcription 1-alpha/beta (Transcription factor ISGF-3 components p91/p84)	STAT1	blood circulation [GO:0008015]; cell surface receptor signaling pathway via JAK-STAT [GO:0007259]; cell surface receptor signaling pathway via STAT [GO:0097696]; cellular response to insulin stimulus [GO:0032869]; cellular response to interferon-beta [GO:0035458]; cellular response to type II interferon [GO:0071346]; defense response [GO:0006952]; defense response to virus [GO:0051607]; interleukin-27-mediated signaling pathway [GO:0070106]; interleukin-7-mediated signaling pathway [GO:0038111]; interleukin-9-mediated signaling pathway [GO:0038113]; metanephric mesenchymal cell differentiation [GO:0072162]; metanephric mesenchymal cell proliferation involved in metanephros development [GO:0072136]; negative regulation by virus of viral protein levels in host cell [GO:0046725]; negative regulation of angiogenesis [GO:0016525]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of endothelial cell proliferation [GO:0001937]; negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis [GO:0003340]; negative regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072308]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of mesenchymal cell proliferation [GO:0002053]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of apoptotic process [GO:0042981]; regulation of cell population proliferation [GO:0042127]; regulation of transcription by RNA polymerase II [GO:0006357]; renal tubule development [GO:0061326]; response to cAMP [GO:0051591]; response to hydrogen peroxide [GO:0042542]; response to interferon-beta [GO:0035456]; response to mechanical stimulus [GO:0009612]; response to nutrient [GO:0007584]; response to peptide hormone [GO:0043434]; response to type II interferon [GO:0034341]; response to xenobiotic stimulus [GO:0009410]; tumor necrosis factor-mediated signaling pathway [GO:0033209]; type I interferon-mediated signaling pathway [GO:0060337]; type II interferon-mediated signaling pathway [GO:0060333]		0
