Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
Telomerase reverse transcriptase (EC 2.7.7.49) (HEST2) (Telomerase catalytic subunit) (Telomerase-associated protein 2) (TP2)	TERT EST2 TCS1 TRT	cellular response to hypoxia [GO:0071456]; DNA biosynthetic process [GO:0071897]; DNA strand elongation [GO:0022616]; establishment of protein localization to telomere [GO:0070200]; heart development [GO:0007507]; mitochondrion organization [GO:0007005]; negative regulation of cellular senescence [GO:2000773]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of neuron apoptotic process [GO:0043524]; positive regulation of angiogenesis [GO:0045766]; positive regulation of D-glucose import [GO:0046326]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of hair cycle [GO:0042635]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of protein localization to nucleolus [GO:1904751]; positive regulation of stem cell proliferation [GO:2000648]; positive regulation of transdifferentiation [GO:1903620]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; positive regulation of Wnt signaling pathway [GO:0030177]; protein import into nucleus [GO:0006606]; regulation of protein stability [GO:0031647]; replicative senescence [GO:0090399]; response to cadmium ion [GO:0046686]; RNA-templated DNA biosynthetic process [GO:0006278]; RNA-templated transcription [GO:0001172]; siRNA processing [GO:0030422]; siRNA transcription [GO:0140745]; telomere maintenance [GO:0000723]; telomere maintenance via recombination [GO:0000722]; telomere maintenance via telomerase [GO:0007004]		0
Apoptotic protease-activating factor 1 (APAF-1)	APAF1 KIAA0413	apoptotic process [GO:0006915]; cardiac muscle cell apoptotic process [GO:0010659]; cell differentiation [GO:0030154]; cellular response to transforming growth factor beta stimulus [GO:0071560]; forebrain development [GO:0030900]; intrinsic apoptotic signaling pathway [GO:0097193]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; kidney development [GO:0001822]; nervous system development [GO:0007399]; neural tube closure [GO:0001843]; neuron apoptotic process [GO:0051402]; positive regulation of apoptotic process [GO:0043065]; positive regulation of apoptotic signaling pathway [GO:2001235]; regulation of apoptotic DNA fragmentation [GO:1902510]; regulation of apoptotic process [GO:0042981]; response to G1 DNA damage checkpoint signaling [GO:0072432]; response to hypoxia [GO:0001666]; response to nutrient [GO:0007584]		0
Protein S100-B (S-100 protein beta chain) (S-100 protein subunit beta) (S100 calcium-binding protein B)	S100B	adaptive thermogenesis [GO:1990845]; astrocyte differentiation [GO:0048708]; axonogenesis [GO:0007409]; cell adhesion [GO:0007155]; cellular response to hypoxia [GO:0071456]; central nervous system development [GO:0007417]; learning or memory [GO:0007611]; long-term synaptic potentiation [GO:0060291]; memory [GO:0007613]; negative regulation of skeletal muscle cell differentiation [GO:2001015]; positive regulation of apoptotic process [GO:0043065]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of myelination [GO:0031643]; positive regulation of neuron differentiation [GO:0045666]; regulation of cell shape [GO:0008360]; regulation of neuronal synaptic plasticity [GO:0048168]; response to anesthetic [GO:0072347]; response to ethanol [GO:0045471]; response to glucocorticoid [GO:0051384]; response to methylmercury [GO:0051597]; sympathetic neuron projection extension [GO:0097490]		0
Ankyrin-1 (ANK-1) (Ankyrin-R) (Erythrocyte ankyrin)	ANK1 ANK	cytoskeleton organization [GO:0007010]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; exocytosis [GO:0006887]; maintenance of epithelial cell apical/basal polarity [GO:0045199]; protein localization to plasma membrane [GO:0072659]; signal transduction [GO:0007165]		0
TELO2-interacting protein 2	TTI2 C8orf41	positive regulation of DNA damage checkpoint [GO:2000003]; protein stabilization [GO:0050821]		0
26S proteasome complex subunit SEM1 (26S proteasome complex subunit DSS1) (Deleted in split hand/split foot protein 1) (Split hand/foot deleted protein 1) (Split hand/foot malformation type 1 protein)	SEM1 C7orf76 DSS1 SHFDG1 SHFM1	double-strand break repair via homologous recombination [GO:0000724]; mRNA export from nucleus [GO:0006406]; proteasome assembly [GO:0043248]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]		0
Secreted frizzled-related protein 1 (FRP-1) (sFRP-1) (Secreted apoptosis-related protein 2) (SARP-2)	SFRP1 FRP FRP1 SARP2	BMP signaling pathway [GO:0030509]; bone trabecula formation [GO:0060346]; canonical Wnt signaling pathway [GO:0060070]; cellular response to BMP stimulus [GO:0071773]; cellular response to estradiol stimulus [GO:0071392]; cellular response to estrogen stimulus [GO:0071391]; cellular response to hypoxia [GO:0071456]; cellular response to interleukin-1 [GO:0071347]; cellular response to prostaglandin E stimulus [GO:0071380]; cellular response to starvation [GO:0009267]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to vitamin D [GO:0071305]; cellular response to X-ray [GO:0071481]; convergent extension involved in somitogenesis [GO:0090246]; digestive tract morphogenesis [GO:0048546]; dopaminergic neuron differentiation [GO:0071542]; dorsal/ventral axis specification [GO:0009950]; extrinsic apoptotic signaling pathway [GO:0097191]; female gonad development [GO:0008585]; hematopoietic progenitor cell differentiation [GO:0002244]; hematopoietic stem cell differentiation [GO:0060218]; male gonad development [GO:0008584]; negative regulation of androgen receptor signaling pathway [GO:0060766]; negative regulation of apoptotic process [GO:0043066]; negative regulation of B cell differentiation [GO:0045578]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of bone remodeling [GO:0046851]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cell growth [GO:0030308]; negative regulation of cell migration [GO:0030336]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of epithelial to mesenchymal transition [GO:0010719]; negative regulation of fibroblast apoptotic process [GO:2000270]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of gene expression [GO:0010629]; negative regulation of ossification [GO:0030279]; negative regulation of osteoblast differentiation [GO:0045668]; negative regulation of osteoblast proliferation [GO:0033689]; negative regulation of osteoclast differentiation [GO:0045671]; negative regulation of peptidyl-tyrosine phosphorylation [GO:0050732]; negative regulation of Wnt signaling pathway [GO:0030178]; neural crest cell fate commitment [GO:0014034]; neural tube closure [GO:0001843]; non-canonical Wnt signaling pathway [GO:0035567]; osteoblast differentiation [GO:0001649]; osteoclast differentiation [GO:0030316]; positive regulation of apoptotic process [GO:0043065]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell growth [GO:0030307]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cell-matrix adhesion [GO:0001954]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902043]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of fibroblast apoptotic process [GO:2000271]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of non-canonical Wnt signaling pathway [GO:2000052]; positive regulation of smoothened signaling pathway [GO:0045880]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of Wnt signaling pathway [GO:0030177]; prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis [GO:0060527]; regulation of angiogenesis [GO:0045765]; regulation of branching involved in prostate gland morphogenesis [GO:0060687]; regulation of cell cycle process [GO:0010564]; regulation of establishment of planar polarity [GO:0090175]; regulation of midbrain dopaminergic neuron differentiation [GO:1904956]; regulation of neuron projection development [GO:0010975]; response to xenobiotic stimulus [GO:0009410]; somatic stem cell population maintenance [GO:0035019]; ureteric bud development [GO:0001657]; Wnt signaling pathway [GO:0016055]; Wnt signaling pathway involved in somitogenesis [GO:0090244]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]		0
Serine/threonine-protein kinase ULK1 (EC 2.7.11.1) (Autophagy-related protein 1 homolog) (ATG1) (hATG1) (Unc-51-like kinase 1)	ULK1 KIAA0722	autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; axon extension [GO:0048675]; cellular response to nutrient levels [GO:0031669]; cellular response to stress [GO:0033554]; intracellular protein localization [GO:0008104]; macroautophagy [GO:0016236]; mitophagy [GO:0000423]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of collateral sprouting [GO:0048671]; negative regulation of protein-containing complex assembly [GO:0031333]; neuron projection development [GO:0031175]; neuron projection regeneration [GO:0031102]; peptidyl-serine phosphorylation [GO:0018105]; piecemeal microautophagy of the nucleus [GO:0034727]; positive regulation of autophagosome assembly [GO:2000786]; positive regulation of autophagy [GO:0010508]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of autophagy [GO:0010506]; regulation of macroautophagy [GO:0016241]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]; response to starvation [GO:0042594]; reticulophagy [GO:0061709]; signal transduction [GO:0007165]		0
Delta-aminolevulinic acid dehydratase (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	ALAD	cellular response to interleukin-4 [GO:0071353]; cellular response to lead ion [GO:0071284]; heme A biosynthetic process [GO:0006784]; heme B biosynthetic process [GO:0006785]; heme biosynthetic process [GO:0006783]; negative regulation of proteasomal protein catabolic process [GO:1901799]; protein homooligomerization [GO:0051260]; protoporphyrinogen IX biosynthetic process [GO:0006782]; response to activity [GO:0014823]; response to aluminum ion [GO:0010044]; response to amino acid [GO:0043200]; response to arsenic-containing substance [GO:0046685]; response to cadmium ion [GO:0046686]; response to cobalt ion [GO:0032025]; response to ethanol [GO:0045471]; response to fatty acid [GO:0070542]; response to glucocorticoid [GO:0051384]; response to herbicide [GO:0009635]; response to hypoxia [GO:0001666]; response to ionizing radiation [GO:0010212]; response to iron ion [GO:0010039]; response to lipopolysaccharide [GO:0032496]; response to mercury ion [GO:0046689]; response to methylmercury [GO:0051597]; response to oxidative stress [GO:0006979]; response to platinum ion [GO:0070541]; response to selenium ion [GO:0010269]; response to vitamin B1 [GO:0010266]; response to vitamin E [GO:0033197]; response to xenobiotic stimulus [GO:0009410]; response to zinc ion [GO:0010043]		0
LIM domain-containing protein ajuba	AJUBA JUB	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cytoskeleton organization [GO:0007010]; focal adhesion assembly [GO:0048041]; glycerophospholipid biosynthetic process [GO:0046474]; intracellular protein localization [GO:0008104]; lamellipodium assembly [GO:0030032]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; miRNA-mediated post-transcriptional gene silencing [GO:0035195]; negative regulation of hippo signaling [GO:0035331]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of biosynthetic process [GO:0009891]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of protein-containing complex assembly [GO:0031334]; regulation of cell migration [GO:0030334]; regulation of cellular response to hypoxia [GO:1900037]; regulation of DNA-templated transcription [GO:0006355]; response to hypoxia [GO:0001666]; wound healing, spreading of epidermal cells [GO:0035313]		0
Type-1 angiotensin II receptor-associated protein (AT1 receptor-associated protein)	AGTRAP ATRAP	regulation of blood pressure [GO:0008217]; response to hypoxia [GO:0001666]		0
Proteasomal ubiquitin receptor ADRM1 (110 kDa cell membrane glycoprotein) (Gp110) (Adhesion-regulating molecule 1) (ARM-1) (Proteasome regulatory particle non-ATPase 13) (hRpn13) (Rpn13 homolog)	ADRM1 GP110	proteasome assembly [GO:0043248]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; transcription elongation by RNA polymerase II [GO:0006368]		0
